,학교명주소,총인원남학생여학생,"과학고외고/국제고자사고기타계(외국,영재,유학,대안)",특목고계특목고비율
6,이매중학교경기도 성남시 분당구 이매동,329 명175 명154 명,6 명10 명4 명3 명,16 명4.86 %
7,서현중학교경기도 성남시 분당구 서현동,434 명243 명191 명,5 명14 명10 명2 명,19 명4.38 %
8,샛별중학교경기도 성남시 분당구 수내동,212 명110 명102 명,1 명8 명4 명0 명,9 명4.25 %
9,삼평중학교경기도 성남시분당구 삼평동,166 명88 명78 명,0 명7 명2 명1 명,7 명4.22 %
10,늘푸른중학교경기도 성남시 분당구 정자동,241 명123 명118 명,1 명9 명1 명6 명,10 명4.15 %
11,수내중학교경기도 성남시 분당구 수내동,425 명224 명201 명,12 명5 명12 명0 명,17 명4.00 %
12,신백현중학교경기도 성남시 분당구 백현동,126 명66 명60 명,1 명4 명2 명0 명,5 명3.97 %
13,보평중학교경기도 성남시 분당구 백현동,290 명132 명158 명,3 명8 명9 명1 명,11 명3.79 %
14,분당중학교경기도 성남시 분당구 정자동,187 명108 명79 명,1 명6 명5 명0 명,7 명3.74 %
15,하탑중학교경기도 성남시 분당구 야탑동,218 명98 명120 명,0 명8 명1 명2 명,8 명3.67 %
16,낙원중학교경기도 성남시분당구 판교동,120 명54 명66 명,1 명3 명5 명0 명,4 명3.33 %
17,청솔중학교경기도 성남시분당구 금곡동,63 명35 명28 명,1 명1 명0 명2 명,2 명3.17 %
18,양영중학교경기도 성남시 분당구 서현동,294 명159 명135 명,4 명5 명2 명2 명,9 명3.06 %
19,구미중학교경기도 성남시 분당구 구미동,165 명84 명81 명,0 명5 명1 명1 명,5 명3.03 %
0,석천중학교경기도 부천시 상동,360 명177 명183 명,1 명13 명11 명0 명,14 명3.89 %
1,상일중학교경기도 부천시 상동,290 명162 명128 명,1 명8 명10 명0 명,9 명3.10 %
2,계남중학교경기도 부천시 중동,292 명162 명130 명,3 명5 명9 명0 명,8 명2.74 %
3,상동중학교경기도 부천시 상동,258 명148 명110 명,0 명7 명3 명0 명,7 명2.71 %
4,소사중학교경기도 부천시 소사본동,260 명132 명128 명,0 명6 명3 명1 명,6 명2.31 %
5,부천일신중학교경기도 부천시 범박동,424 명230 명194 명,1 명8 명6 명1 명,9 명2.12 %
6,부명중학교경기도 부천시 중동,237 명123 명114 명,0 명5 명3 명1 명,5 명2.11 %
7,부천여자중학교경기도 부천시 송내동,259 명0 명259 명,0 명5 명1 명0 명,5 명1.93 %
8,까치울중학교경기도 부천시 여월동,225 명107 명118 명,0 명4 명1 명3 명,4 명1.78 %
9,중원중학교경기도 부천시 중동,172 명103 명69 명,0 명3 명1 명0 명,3 명1.74 %
10,중흥중학교경기도 부천시 중동,345 명176 명169 명,3 명3 명3 명0 명,6 명1.74 %
11,상도중학교경기도 부천시 상동,232 명133 명99 명,0 명4 명4 명2 명,4 명1.72 %
12,부인중학교경기도 부천시 상동,248 명106 명142 명,0 명4 명4 명0 명,4 명1.61 %
13,부천동여자중학교경기도 부천시 괴안동,216 명0 명216 명,0 명3 명0 명2 명,3 명1.39 %
14,성주중학교경기도 부천시 송내동,251 명175 명76 명,1 명2 명1 명0 명,3 명1.20 %
15,소명여자중학교경기도 부천시 소사동,177 명0 명177 명,0 명2 명1 명0 명,2 명1.13 %
16,부천중학교경기도 부천시 중동,313 명192 명121 명,0 명3 명3 명0 명,3 명0.96 %
17,심원중학교경기도 부천시 중동,252 명127 명125 명,0 명2 명2 명0 명,2 명0.79 %
18,부일중학교경기도 부천시 소사본동,164 명85 명79 명,0 명1 명0 명0 명,1 명0.61 %
19,성곡중학교경기도 부천시 작동,334 명184 명150 명,0 명2 명1 명1 명,2 명0.60 %
0,생연중학교경기도 동두천시 생연동,187 명104 명83 명,0 명12 명0 명0 명,12 명6.42 %
1,송내중앙중학교경기도 동두천시 송내동,186 명100 명86 명,0 명7 명0 명1 명,7 명3.76 %
2,신흥중학교경기도 동두천시 안흥동,170 명170 명0 명,1 명4 명0 명10 명,5 명2.94 %
3,보영여자중학교경기도 동두천시 생연동,147 명0 명147 명,0 명3 명0 명0 명,3 명2.04 %
4,동두천중학교경기도 동두천시 생연동,153 명153 명0 명,0 명2 명0 명0 명,2 명1.31 %
5,동두천여자중학교경기도 동두천시 생연동,138 명0 명138 명,0 명0 명0 명0 명,0 명0.00 %
0,도농중학교경기도 남양주시 도농동,145 명76 명69 명,0 명5 명0 명0 명,5 명3.45 %
1,미금중학교경기도 남양주시 지금동,106 명55 명51 명,0 명3 명1 명0 명,3 명2.83 %
2,한별중학교경기도 남양주시 별내동,71 명18 명53 명,0 명2 명0 명1 명,2 명2.82 %
3,퇴계원중학교경기도 남양주시 퇴계원면,278 명140 명138 명,0 명7 명0 명0 명,7 명2.52 %
4,장내중학교경기도 남양주시 평내동,322 명147 명175 명,1 명6 명1 명0 명,7 명2.17 %
5,광릉중학교경기도 남양주시 진접읍 진벌리,97 명39 명58 명,1 명1 명0 명0 명,2 명2.06 %
6,예봉중학교경기도 남양주시 와부읍 덕소리,262 명142 명120 명,0 명5 명0 명1 명,5 명1.91 %
7,양오중학교경기도 남양주시 오남읍 양지리,212 명102 명110 명,3 명1 명1 명0 명,4 명1.89 %
8,별가람중학교경기도 남양주시 별내동,350 명158 명192 명,1 명5 명0 명1 명,6 명1.71 %
9,평내중학교경기도 남양주시 평내동,297 명142 명155 명,0 명5 명0 명1 명,5 명1.68 %
10,판곡중학교경기도 남양주시 호평동,369 명183 명186 명,1 명5 명1 명0 명,6 명1.63 %
11,풍양중학교경기도 남양주시 진접읍 금곡리,276 명155 명121 명,3 명1 명0 명0 명,4 명1.45 %
12,별내중학교경기도 남양주시 별내면,238 명132 명106 명,1 명2 명0 명0 명,3 명1.26 %
13,덕소중학교경기도 남양주시 와부읍 도곡리,259 명136 명123 명,0 명3 명1 명4 명,3 명1.16 %
14,송라중학교경기도 남양주시 화도읍 마석우리,350 명192 명158 명,0 명4 명0 명0 명,4 명1.14 %
15,광동중학교경기도 남양주시 진접읍 장현리,278 명152 명126 명,0 명3 명0 명1 명,3 명1.08 %
16,가운중학교경기도 남양주시 다산동,104 명57 명47 명,0 명1 명0 명1 명,1 명0.96 %
17,동화중학교경기도 남양주시 도농동,273 명139 명134 명,0 명2 명1 명0 명,2 명0.73 %
18,어람중학교경기도 남양주시 오남읍 오남리,288 명140 명148 명,1 명1 명0 명2 명,2 명0.69 %
19,주곡중학교경기도 남양주시 진접읍 금곡리,179 명84 명95 명,0 명1 명0 명0 명,1 명0.56 %
0,고촌중학교경기도 김포시 고촌읍 신곡리,97 명44 명53 명,1 명5 명1 명1 명,6 명6.19 %
1,김포신곡중학교경기도 김포시 고촌읍 신곡리,114 명51 명63 명,0 명6 명1 명0 명,6 명5.26 %
2,김포한가람중학교경기도 김포시 구래동,108 명61 명47 명,0 명5 명0 명0 명,5 명4.63 %
3,고창중학교경기도 김포시 장기동,286 명149 명137 명,0 명10 명2 명2 명,10 명3.50 %
4,금파중학교경기도 김포시 북변동,373 명193 명180 명,0 명13 명5 명0 명,13 명3.49 %
5,은여울중학교경기도 김포시 마산동,95 명47 명48 명,0 명3 명0 명0 명,3 명3.16 %
6,양도중학교경기도 김포시 풍무동,166 명82 명84 명,0 명5 명2 명3 명,5 명3.01 %
7,풍무중학교경기도 김포시 풍무동,391 명203 명188 명,0 명11 명4 명3 명,11 명2.81 %
8,하늘빛중학교경기도 김포시 운양동,114 명57 명57 명,0 명3 명2 명0 명,3 명2.63 %
9,장기중학교경기도 김포시 장기동,305 명149 명156 명,0 명8 명4 명3 명,8 명2.62 %
10,김포여자중학교경기도 김포시 사우동,158 명0 명158 명,0 명4 명0 명0 명,4 명2.53 %
11,감정중학교경기도 김포시 감정동,247 명134 명113 명,1 명4 명1 명1 명,5 명2.02 %
12,통진중학교경기도 김포시 통진읍 마송리,250 명129 명121 명,1 명4 명0 명0 명,5 명2.00 %
13,푸른솔중학교경기도 김포시 장기동,112 명49 명63 명,0 명2 명3 명0 명,2 명1.79 %
14,운양중학교경기도 김포시 장기동,244 명130 명114 명,0 명3 명0 명0 명,3 명1.23 %
15,김포중학교경기도 김포시 사우동,199 명199 명0 명,0 명2 명0 명0 명,2 명1.01 %
16,분진중학교경기도 김포시 월곶면 군하리,20 명9 명11 명,0 명0 명0 명0 명,0 명0.00 %
17,마송중학교경기도 김포시 통진읍 마송리,23 명12 명11 명,0 명0 명0 명0 명,0 명0.00 %
18,대곶중학교경기도 김포시 대곶면 율생리,61 명31 명30 명,0 명0 명0 명2 명,0 명0.00 %
19,양곡중학교경기도 김포시 양촌읍 양곡리,112 명53 명59 명,0 명0 명0 명0 명,0 명0.00 %
0,궁내중학교경기도 군포시 산본동,314 명173 명141 명,2 명15 명10 명0 명,17 명5.41 %
1,당동중학교경기도 군포시 당동,315 명152 명163 명,0 명14 명3 명0 명,14 명4.44 %
2,산본중학교경기도 군포시 산본동,389 명193 명196 명,2 명15 명7 명2 명,17 명4.37 %
3,흥진중학교경기도 군포시 금정동,252 명122 명130 명,0 명9 명6 명0 명,9 명3.57 %
4,용호중학교경기도 군포시 당동,316 명152 명164 명,0 명11 명4 명3 명,11 명3.48 %
5,도장중학교경기도 군포시 산본동,251 명111 명140 명,0 명8 명1 명1 명,8 명3.19 %
6,부곡중앙중학교경기도 군포시 부곡동,96 명43 명53 명,0 명3 명2 명0 명,3 명3.12 %
7,수리중학교경기도 군포시 산본동,283 명135 명148 명,1 명7 명3 명0 명,8 명2.83 %
8,곡란중학교경기도 군포시 산본동,184 명90 명94 명,0 명5 명0 명0 명,5 명2.72 %
9,금정중학교경기도 군포시 금정동,235 명127 명108 명,0 명6 명3 명0 명,6 명2.55 %
10,당정중학교경기도 군포시 당정동,126 명64 명62 명,0 명2 명0 명0 명,2 명1.59 %
11,군포중학교경기도 군포시 당동,232 명119 명113 명,1 명1 명0 명0 명,2 명0.86 %
0,교문중학교경기도 구리시 교문동,261 명137 명124 명,2 명10 명1 명0 명,12 명4.60 %
1,장자중학교경기도 구리시 교문동,264 명131 명133 명,1 명9 명0 명1 명,10 명3.79 %
2,인창중학교경기도 구리시 인창동,387 명196 명191 명,1 명9 명0 명4 명,10 명2.58 %
3,구리중학교경기도 구리시 수택동,202 명202 명0 명,3 명2 명0 명0 명,5 명2.48 %
4,동구중학교경기도 구리시 인창동,352 명188 명164 명,1 명7 명1 명2 명,8 명2.27 %
5,토평중학교경기도 구리시 토평동,282 명152 명130 명,1 명3 명0 명0 명,4 명1.42 %
6,구리여자중학교경기도 구리시 토평동,215 명0 명215 명,0 명3 명0 명0 명,3 명1.40 %
7,갈매중학교경기도 구리시 갈매동,8 명4 명4 명,0 명0 명0 명0 명,0 명0.00 %
0,광일중학교경기도 광주시 도척면 노곡리,39 명17 명22 명,0 명1 명0 명0 명,1 명2.56 %
1,경화여자중학교경기도 광주시 송정동,371 명0 명371 명,0 명8 명1 명0 명,8 명2.16 %
2,광주광남중학교경기도 광주시 태전동,391 명214 명177 명,0 명3 명1 명1 명,3 명0.77 %
3,탄벌중학교경기도 광주시 탄벌동,397 명201 명196 명,0 명3 명2 명0 명,3 명0.76 %
4,초월중학교경기도 광주시 초월읍 쌍동리,332 명176 명156 명,1 명1 명1 명0 명,2 명0.60 %
5,경안중학교경기도 광주시 장지동,393 명200 명193 명,0 명2 명1 명0 명,2 명0.51 %
6,곤지암중학교경기도 광주시 곤지암읍 곤지암리,221 명116 명105 명,0 명1 명0 명0 명,1 명0.45 %
7,광주중학교경기도 광주시 경안동,387 명387 명0 명,0 명1 명4 명5 명,1 명0.26 %
8,광수중학교경기도 광주시 퇴촌면 도수리,102 명62 명40 명,0 명0 명0 명0 명,0 명0.00 %
9,신현중학교경기도 광주시 오포읍 신현리,0 명0 명0 명,0 명0 명0 명0 명,
10,매양중학교경기도 광주시 오포읍 양벌리,0 명0 명0 명,0 명0 명0 명0 명,
0,철산중학교경기도 광명시 철산동,517 명271 명246 명,2 명19 명9 명0 명,21 명4.06 %
1,소하중학교경기도 광명시 소하동,372 명173 명199 명,0 명13 명4 명0 명,13 명3.49 %
2,하안북중학교경기도 광명시 하안1동,363 명175 명188 명,1 명11 명6 명1 명,12 명3.31 %
3,충현중학교경기도 광명시 소하동,182 명89 명93 명,0 명5 명3 명0 명,5 명2.75 %
4,하안중학교경기도 광명시 하안동,462 명245 명217 명,3 명9 명7 명0 명,12 명2.60 %
5,광남중학교경기도 광명시 광명동,375 명197 명178 명,0 명7 명6 명0 명,7 명1.87 %
6,가림중학교경기도 광명시 하안동,290 명155 명135 명,1 명4 명1 명0 명,5 명1.72 %
7,광명북중학교경기도 광명시 철산동,382 명209 명173 명,0 명6 명2 명0 명,6 명1.57 %
8,광명중학교경기도 광명시 철산동,359 명189 명170 명,0 명3 명2 명0 명,3 명0.84 %
9,광문중학교경기도 광명시 광명동,264 명126 명138 명,0 명0 명2 명0 명,0 명0.00 %
10,안서중학교경기도 광명시 소하동,167 명81 명86 명,0 명0 명1 명0 명,0 명0.00 %
0,과천중학교경기도 과천시 중앙동,282 명133 명149 명,1 명17 명3 명3 명,18 명6.38 %
1,과천문원중학교경기도 과천시 별양동,453 명265 명188 명,7 명19 명7 명0 명,26 명5.74 %
0,오마중학교경기도 고양시 일산서구 주엽동,454 명229 명225 명,10 명27 명9 명0 명,37 명8.15 %
1,정발중학교경기도 고양시일산동구 마두동,393 명209 명184 명,11 명17 명6 명0 명,28 명7.12 %
2,고양제일중학교경기도 고양시 덕양구 관산동,390 명203 명187 명,0 명27 명1 명0 명,27 명6.92 %
3,백신중학교경기도 고양시 일산동구 마두동,405 명206 명199 명,7 명19 명1 명0 명,26 명6.42 %
4,신일중학교경기도 고양시일산서구 일산동,391 명234 명157 명,6 명19 명6 명0 명,25 명6.39 %
5,신원중학교경기도 고양시 덕양구 신원동,95 명52 명43 명,0 명6 명0 명0 명,6 명6.32 %
6,덕양중학교경기도 고양시덕양구 화전동,65 명34 명31 명,0 명4 명0 명0 명,4 명6.15 %
7,화정중학교경기도 고양시 덕양구 화정동,381 명190 명191 명,4 명16 명1 명0 명,20 명5.25 %
8,대송중학교경기도 고양시 일산서구 대화동,233 명105 명128 명,4 명8 명4 명0 명,12 명5.15 %
9,일산양일중학교경기도 고양시일산동구 식사동,311 명178 명133 명,2 명13 명4 명0 명,15 명4.82 %
10,발산중학교경기도 고양시 일산서구 주엽동,387 명213 명174 명,5 명13 명12 명2 명,18 명4.65 %
11,가람중학교경기도 고양시 덕양구 행신동,286 명145 명141 명,1 명12 명3 명0 명,13 명4.55 %
12,백마중학교경기도 고양시 일산동구 마두동,340 명186 명154 명,4 명11 명6 명2 명,15 명4.41 %
13,서정중학교경기도 고양시 덕양구 행신동,185 명97 명88 명,0 명7 명1 명0 명,7 명3.78 %
14,고양중학교경기도 고양시덕양구 삼송동,186 명99 명87 명,1 명6 명1 명2 명,7 명3.76 %
15,백석중학교경기도 고양시 일산동구 백석동,225 명114 명111 명,1 명7 명0 명0 명,8 명3.56 %
16,풍동중학교경기도 고양시일산동구 풍동,315 명161 명154 명,1 명10 명4 명2 명,11 명3.49 %
17,풍산중학교경기도 고양시 일산동구 풍동,259 명132 명127 명,0 명9 명2 명1 명,9 명3.47 %
18,대화중학교경기도 고양시일산서구 대화동,205 명107 명98 명,3 명4 명11 명0 명,7 명3.41 %
19,안곡중학교경기도 고양시일산동구 중산동,393 명205 명188 명,1 명12 명1 명3 명,13 명3.31 %
0,청심국제중학교경기도 가평군 설악면 송산리,105 명37 명68 명,3 명40 명32 명0 명,43 명40.95 %
1,설악중학교경기도 가평군 설악면 신천리,82 명42 명40 명,1 명5 명0 명0 명,6 명7.32 %
2,가평중학교경기도 가평군 가평읍 대곡리,201 명103 명98 명,0 명0 명0 명0 명,0 명0.00 %
3,청평중학교경기도 가평군 청평면 청평리,129 명90 명39 명,0 명0 명0 명0 명,0 명0.00 %
4,가평북중학교경기도 가평군 북면 이곡리,24 명12 명12 명,0 명0 명0 명0 명,0 명0.00 %
5,조종중학교경기도 가평군 조종면 현리,104 명53 명51 명,0 명0 명0 명0 명,0 명0.00 %
0,어진중학교세종특별자치시 어진동,76 명39 명37 명,1 명3 명0 명0 명,4 명5.26 %
1,새롬중학교세종특별자치시 새롬동,219 명103 명116 명,5 명6 명7 명1 명,11 명5.02 %
2,조치원여자중학교세종특별자치시 조치원읍 교리,249 명0 명249 명,0 명9 명0 명0 명,9 명3.61 %
3,도담중학교세종특별자치시 도담동,250 명114 명136 명,0 명9 명0 명2 명,9 명3.60 %
4,한솔중학교세종특별자치시 한솔동,199 명96 명103 명,2 명5 명1 명3 명,7 명3.52 %
5,두루중학교세종특별자치시 고운동,173 명86 명87 명,0 명6 명1 명0 명,6 명3.47 %
6,아름중학교세종특별자치시 아름동,273 명125 명148 명,1 명8 명3 명1 명,9 명3.30 %
7,양지중학교세종특별자치시 도담동,100 명49 명51 명,2 명1 명1 명0 명,3 명3.00 %
8,고운중학교세종특별자치시 고운동,172 명75 명97 명,2 명2 명0 명1 명,4 명2.33 %
9,부강중학교세종특별자치시 부강면 부강리,57 명31 명26 명,0 명1 명0 명0 명,1 명1.75 %
10,전의중학교세종특별자치시 전의면 읍내리,68 명41 명27 명,0 명1 명0 명1 명,1 명1.47 %
11,조치원중학교세종특별자치시 조치원읍 서창리,245 명245 명0 명,2 명1 명1 명1 명,3 명1.22 %
